(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-20576;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( FABRICAÇÃO) ;ED-20558 ;Kg    ;28,3483748;3,10;87,87;
Serviço: ED-20576;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( TRANSPORTE E MONTAGEM) ;ED-20559 ;Kg    ;28,3483748;6,03;170,94;
Serviço: ED-20576;FORNECIMENTO DE ESTRUTURA METÁLICA EFORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA RAMPA EM AÇO, COBERTURA PADRÃO RAMPA DO PRÉDIO ESCOLAR, INCLUSIVE PILAR METÁLICO, EXCLUSIVE FABRICAÇÃO, TRANSPORTE, MONTAGEM E PINTURA ;ED-20548 ;Kg    ;28,3483748;11,48;325,43;
Serviço: ED-20576;FORNECIMENTO DE ESTRUTURA METÁLICA EPINTURA ESMALTE EM ESTRUTURA METÁLICA, DUAS (2) DEMÃOS, INCLUSIVE UMA (1) DEMÃO FUNDO ANTICORROSIVO ;ED-50497 ;m2    ;4,3506070;28,97;126,03;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-20577;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( FABRICAÇÃO) ;ED-20558 ;Kg    ;15,0450751;3,10;46,63;
Serviço: ED-20577;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( TRANSPORTE E MONTAGEM) ;ED-20559 ;Kg    ;15,0450751;6,03;90,72;
Serviço: ED-20577;FORNECIMENTO DE ESTRUTURA METÁLICA EFORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO DE QUADRA POLIESPORTIVA EM AÇO, COBERTURA PADRÃO DO GINÁSIO POLIESPORTIVO, INCLUSIVE PILAR METÁLICO, EXCLUSIVE FABRICAÇÃO, TRANSPORTE, MONTAGEM E PINTURA ;ED-20561 ;Kg    ;15,0450751;10,72;161,28;
Serviço: ED-20577;FORNECIMENTO DE ESTRUTURA METÁLICA EPINTURA ESMALTE EM ESTRUTURA METÁLICA, DUAS (2) DEMÃOS, INCLUSIVE UMA (1) DEMÃO FUNDO ANTICORROSIVO ;ED-50497 ;m2    ;1,1315126;28,97;32,77;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-20573;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( FABRICAÇÃO) ;ED-20558 ;Kg    ;10,9626921;3,10;33,98;
Serviço: ED-20573;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( TRANSPORTE E MONTAGEM) ;ED-20559 ;Kg    ;10,9626921;6,03;66,10;
Serviço: ED-20573;FORNECIMENTO DE ESTRUTURA METÁLICA EFORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO EM ARCO DE QUADRA POLIESPORTIVA EM AÇO, COBERTURA EM ARCO PADRÃO DA QUADRA ESCOLAR, INCLUSIVE PILAR METÁLICO, EXCLUSIVE FABRICAÇÃO, TRANSPORTE, MONTAGEM E PINTURA ;ED-20628 ;Kg    ;10,9626921;10,66;116,86;
Serviço: ED-20573;FORNECIMENTO DE ESTRUTURA METÁLICA EPINTURA ESMALTE EM ESTRUTURA METÁLICA, DUAS (2) DEMÃOS, INCLUSIVE UMA (1) DEMÃO FUNDO ANTICORROSIVO ;ED-50497 ;m2    ;0,7528235;28,97;21,80;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-20572;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( FABRICAÇÃO) ;ED-20558 ;Kg    ;10,9626921;3,10;33,98;
Serviço: ED-20572;FORNECIMENTO DE ESTRUTURA METÁLICA EESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO, EXCLUSIVE PINTURA ( TRANSPORTE E MONTAGEM) ;ED-20559 ;Kg    ;10,9626921;6,03;66,10;
Serviço: ED-20572;FORNECIMENTO DE ESTRUTURA METÁLICA EFORNECIMENTO DE ESTRUTURA METÁLICA E ENGRADAMENTO METÁLICO PARA TELHADO EM ARCO DE QUADRA POLIESPORTIVA EM AÇO PATINÁVEL, COBERTURA EM ARCO PADRÃO DA QUADRA ESCOLAR, INCLUSIVE PILAR METÁLICO, EXCLUSIVE FABRICAÇÃO, TRANSPORTE, MONTAGEM E PINTURA ;ED-20560 ;Kg    ;10,9626921;11,94;130,89;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-49664;FORNECIMENTO DE ESTRUTURA METÁLICAESTRUTURA METÁLICA EM PERFIL LAMINADO/ SOLDADO, EXCLUSIVE PINTURA (FABRICAÇÃO) ;ED-20567 ;Kg    ;1,0000000;3,48;3,48;
Serviço: ED-49664;FORNECIMENTO DE ESTRUTURA METÁLICAESTRUTURA METÁLICA EM PERFIL LAMINADO/ SOLDADO, EXCLUSIVE PINTURA (TRANSPORTE E MONTAGEM) ;ED-20568 ;Kg    ;1,0000000;7,68;7,68;
Serviço: ED-49664;FORNECIMENTO DE ESTRUTURA METÁLICAPINTURA ANTICORROSIVA A BASE DE ÓXIDO DE FERRO (ZARCÃO) EM ESQUADRIA E SUPERFÍCIE METÁLICA, UMA (1) DEMÃO ;ED-50532 ;m2    ;0,0340780;9,89;0,33;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-49665;FORNECIMENTO DE ESTRUTURA METÁLICAESTRUTURA METÁLICA EM PERFIL LAMINADO/ SOLDADO, EXCLUSIVE PINTURA (FABRICAÇÃO) ;ED-20567 ;Kg    ;1,0000000;3,48;3,48;
Serviço: ED-49665;FORNECIMENTO DE ESTRUTURA METÁLICAESTRUTURA METÁLICA EM PERFIL LAMINADO/ SOLDADO, EXCLUSIVE PINTURA (TRANSPORTE E MONTAGEM) ;ED-20568 ;Kg    ;1,0000000;7,68;7,68;
Serviço: ED-49665;FORNECIMENTO DE ESTRUTURA METÁLICAPINTURA ANTICORROSIVA A BASE DE ÓXIDO DE FERRO (ZARCÃO) EM ESQUADRIA E SUPERFÍCIE METÁLICA, UMA (1) DEMÃO ;ED-50532 ;m2    ;0,0340780;9,89;0,33;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-7066;FORNECIMENTO DE VISOR 30X20 CM DE VIDROAJUDANTE ESPECIALIZADO COM ENCARGOS COMPLEMENTARES ;ED-50366 ;hora  ;1,5000000;19,13;28,69;
Serviço: ED-7066;FORNECIMENTO DE VISOR 30X20 CM DE VIDROMARCENEIRO COM ENCARGOS COMPLEMENTARES ;ED-50388 ;hora  ;1,5000000;22,30;33,45;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-49662;FORNECIMENTO E APLICAÇÃO DE GROUTPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;3,0000000;22,09;66,27;
Serviço: ED-49662;FORNECIMENTO E APLICAÇÃO DE GROUTTRANSPORTE, LANÇAMENTO E ADENSAMENTO E ACABAMENTO DE CONCRETO EM ESTRUTURA ;ED-48325 ;m3    ;1,0000000;109,08;109,08;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50930;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS BASCULANTE OU FIXA ;ED-50931 ;m2    ;1,0000000;80,68;80,68;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50951;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;3,0000000;22,09;66,27;
Serviço: ED-50951;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;3,0000000;15,71;47,13;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50954;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS BASCULANTE OU FIXA ;ED-50931 ;m2    ;1,0000000;80,68;80,68;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50957;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS BASCULANTE OU FIXA ;ED-50931 ;m2    ;1,0000000;80,68;80,68;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50961;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;1,0000000;22,09;22,09;
Serviço: ED-50961;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;1,5000000;15,71;23,56;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50962;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;1,0000000;22,09;22,09;
Serviço: ED-50962;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;1,5000000;15,71;23,56;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50963;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;1,0000000;22,09;22,09;
Serviço: ED-50963;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;1,5000000;15,71;23,56;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50964;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;1,0000000;22,09;22,09;
Serviço: ED-50964;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;1,5000000;15,71;23,56;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50955;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS DE CORRER E MAXIM-AR ;ED-50932 ;m2    ;1,0000000;129,53;129,53;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50958;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS DE CORRER E MAXIM-AR ;ED-50932 ;m2    ;1,0000000;129,53;129,53;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50956;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS DE CORRER E MAXIM-AR ;ED-50932 ;m2    ;1,0000000;129,53;129,53;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50959;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS DE CORRER E MAXIM-AR ;ED-50932 ;m2    ;1,0000000;129,53;129,53;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50960;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE JANELAS METÁLICAS BASCULANTE OU FIXA ;ED-50931 ;m2    ;1,0000000;80,68;80,68;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50965;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;2,0000000;22,09;44,18;
Serviço: ED-50965;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;2,0000000;15,71;31,42;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50970;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;1,0000000;22,09;22,09;
Serviço: ED-50970;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;1,0000000;15,71;15,71;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50991;FORNECIMENTO E ASSENTAMENTO DEPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;2,5000000;22,09;55,22;
Serviço: ED-50991;FORNECIMENTO E ASSENTAMENTO DESERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;1,5000000;15,71;23,56;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-13908;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE PORTA DE METÁLICA UMA ( 1) OU DUAS (2) FOLHAS ;ED-50934 ;m2    ;1,0000000;50,61;50,61;
Serviço: ED-13908;FORNECIMENTO E ASSENTAMENTO DEFORNECIMENTO DE PORTA DE CORRER DUAS (2) FOLHAS, EM CHAPA GALVANIZADA LAMBRIL, MODELO ONDULADA, INCLUSIVE PERFIS PARA MARCO E PINTURA ANTICORROSIVA COM UMA (1) DEMÃO, EXCLUSIVE FECHADURA E ROLDANAS ( FABRICAÇÃO) ;ED-13910 ;m2    ;1,0000000;290,73;290,73;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-13888;FORNECIMENTO E ASSENTAMENTO DEASSENTAMENTO DE PORTA DE METÁLICA UMA ( 1) OU DUAS (2) FOLHAS ;ED-50934 ;m2    ;1,0000000;50,61;50,61;
Serviço: ED-13888;FORNECIMENTO E ASSENTAMENTO DEFORNECIMENTO DE PORTA DE CORRER UMA (1) FOLHA, EM CHAPA GALVANIZADA LAMBRIL, MODELO ONDULADA, INCLUSIVE PERFIS PARA MARCO E PINTURA ANTICORROSIVA COM UMA (1) DEMÃO, EXCLUSIVE FECHADURA E ROLDANAS ( FABRICAÇÃO) ;ED-13909 ;m2    ;1,0000000;273,11;273,11;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-7576;FORNECIMENTO E ASSENTAMENTO DE PORTAPEDREIRO COM ENCARGOS COMPLEMENTARES ;ED-50381 ;hora  ;2,5000000;22,09;55,22;
Serviço: ED-7576;FORNECIMENTO E ASSENTAMENTO DE PORTASERVENTE COM ENCARGOS COMPLEMENTARES ;ED-50367 ;hora  ;1,5000000;15,71;23,56;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50120;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,2500000;16,32;4,08;
Serviço: ED-50120;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,2500000;21,60;5,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50112;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,0900000;16,32;1,46;
Serviço: ED-50112;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,0900000;21,60;1,94;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50113;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,1200000;16,32;1,95;
Serviço: ED-50113;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,1200000;21,60;2,59;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50114;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,1300000;16,32;2,12;
Serviço: ED-50114;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,1300000;21,60;2,80;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50115;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,1600000;16,32;2,61;
Serviço: ED-50115;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,1600000;21,60;3,45;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50116;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,1900000;16,32;3,10;
Serviço: ED-50116;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,1900000;21,60;4,10;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50117;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,2500000;16,32;4,08;
Serviço: ED-50117;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,2500000;21,60;5,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50118;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,2500000;16,32;4,08;
Serviço: ED-50118;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,2500000;21,60;5,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50119;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,2500000;16,32;4,08;
Serviço: ED-50119;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,2500000;21,60;5,40;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50042;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,1000000;16,32;17,95;
Serviço: ED-50042;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,1000000;21,60;23,76;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50044;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,4000000;16,32;22,84;
Serviço: ED-50044;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,4000000;21,60;30,24;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50043;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,2000000;16,32;19,58;
Serviço: ED-50043;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,2000000;21,60;25,92;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50040;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,7000000;16,32;11,42;
Serviço: ED-50040;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,7000000;21,60;15,12;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50045;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,6000000;16,32;26,11;
Serviço: ED-50045;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,6000000;21,60;34,56;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50046;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,8000000;16,32;29,37;
Serviço: ED-50046;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,8000000;21,60;38,88;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50041;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8000000;16,32;13,05;
Serviço: ED-50041;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,8000000;21,60;17,28;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50095;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,9900000;16,32;16,15;
Serviço: ED-50095;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,9900000;21,60;21,38;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50087;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,5500000;16,32;8,97;
Serviço: ED-50087;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,5500000;21,60;11,88;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50088;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,6000000;16,32;9,79;
Serviço: ED-50088;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,6000000;21,60;12,96;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50089;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,7500000;16,32;12,24;
Serviço: ED-50089;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,7500000;21,60;16,20;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50090;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8500000;16,32;13,87;
Serviço: ED-50090;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,8500000;21,60;18,36;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50091;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;0,8500000;16,32;13,87;
Serviço: ED-50091;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;0,8500000;21,60;18,36;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50092;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,1500000;16,32;18,76;
Serviço: ED-50092;FORNECIMENTO E ASSENTAMENTO DE TUBOBOMBEIRO/ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50374 ;hora  ;1,1500000;21,60;24,84;
(G)Serviços;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Serviço: ED-50093;FORNECIMENTO E ASSENTAMENTO DE TUBOAJUDANTE DE BOMBEIRO/ ENCANADOR COM ENCARGOS COMPLEMENTARES ;ED-50363 ;hora  ;1,3500000;16,32;22,03;
